language	number	form	predicted	WER	PER
Adi	64	ɨjiŋɑkkekolɑŋɑppi	ɨjiŋɑkkekolɑŋɑppi	0	0.0
Adi	65	ɨjiŋɑkkekolɑŋpilŋo	ɨjiŋɑkkekolɑŋpilŋo	0	0.0
Adi	66	ɨjiŋɑkkekolɑŋɑkke	ɨjiŋɑɑkkekolɑŋɑkke	1	0.05555555555555555
Adi	67	ɨjiŋɑkkekolɑŋkɨnɨt	ɨjiŋɑkkekolɑŋkɨnɨt	0	0.0
Adi	68	ɨjiŋɑkkekolɑŋpɨ:ɳi	ɨjiŋɑkkekolɑŋpɨ:ɲi	1	0.05555555555555555
Adi	69	ɨjiŋɑkkekolɑŋkonɑŋ	ɨjiŋɑkkekonɑŋkolɑŋ	1	0.1111111111111111
Adi	70	ɨjiŋkɨnɨt	ɨjiŋkɨnɨtkonɑŋ	1	0.35714285714285715
Adi	71	ɨjiŋkɨnɨtkolɑŋɑtəl	ɨjiŋkɨnɨtkolɑŋɑtəl	0	0.0
Adi	72	ɨjiŋkɨnɨtkolɑŋɑɳɳi	ɨjiŋkɨnɨtkolɑŋɑɳɳi	0	0.0
Adi	73	ɨjiŋkɨnɨtkolɑŋɑŋum	ɨjiŋkɨnɨtkolɑŋɑŋum	0	0.0
Adi	74	ɨjiŋkɨnɨtkolɑŋɑppi	ɨjiŋkɨnɨtkolɑŋɑppi	0	0.0
Adi	75	ɨjiŋkɨnɨtkolɑŋpilŋo	ɨjiŋkɨnɨtkolɑŋpilŋo	0	0.0
Adi	76	ɨjiŋkɨnɨtkolɑŋɑkke	ɨjiŋkɨnɨtkolɑŋɑɑkke	1	0.05263157894736842
Adi	77	ɨjiŋkɨnɨtkolɑŋkɨnɨt	ɨjiŋkɨnɨtkolɑŋkɨnɨt	0	0.0
Adi	78	ɨjiŋkɨnɨtkolɑŋpɨ:ɳi	ɨjiŋkɨnɨtkolɑŋpɨ:ɲi	1	0.05263157894736842
Adi	79	ɨjiŋkɨnɨtkolɑŋkonɑŋ	ɨjiŋkonɑŋkɨnɨtkolɑŋ	1	0.42105263157894735
Adi	80	ɨjiŋpɨ:ɳi	ɨjiŋpɨ:ɳikonɑŋ	1	0.35714285714285715
Adi	81	ɨjiŋpɨ:ɳikolɑŋɑtəl	ɨjiŋpɨ:ɳikolɑŋɑtəl	0	0.0
Adi	82	ɨjiŋpɨ:ɳikolɑŋɑɳɳi	ɨjiŋpɨ:ɳikolɑŋɑɳɳi	0	0.0
Adi	83	ɨjiŋpɨ:ɳikolɑŋɑŋum	ɨjiŋpɨ:ɳikolɑŋɑŋum	0	0.0
Adi	84	ɨjiŋpɨ:ɳikolɑŋɑppi	ɨjiŋpɨ:ɳikolɑŋɑppi	0	0.0
Adi	85	ɨjiŋpɨ:ɳikolɑŋpilŋo	ɨjiŋpɨ:ɳikolɑŋpilŋo	0	0.0
Adi	86	ɨjiŋpɨ:ɳikolɑŋɑɑkke	ɨjiŋpɨ:ɳikolɑŋɑkke	1	0.05263157894736842
Adi	87	ɨjiŋpɨ:ɳikolɑŋkɨnɨt	ɨjiŋpɨ:ɳikolɑŋkɨnɨt	0	0.0
Adi	88	ɨjiŋpɨ:ɳikolɑŋpɨ:ɳi	ɨjiŋpɨ:ɳikolɑŋpɨ:ɲi	1	0.05263157894736842
Adi	89	ɨjiŋpɨ:ɳikolɑŋkonɑŋ	ɨjiŋpɨ:ɳikonɑŋkolɑŋ	1	0.10526315789473684
Adi	90	ɨjiŋkonɑŋ	ɨjiŋkonɑŋkonɑŋkɨnɨt	1	0.5263157894736842
Adi	91	ɨjiŋkonɑŋkolɑŋɑtəl	ɨjiŋkonɑŋkolɑŋɑtəl	0	0.0
Adi	92	ɨjiŋkonɑŋkolɑŋɑɳɳi	ɨjiŋkonɑŋkolɑŋɑɳɳi	0	0.0
Adi	93	ɨjiŋkonɑŋkolɑŋɑŋum	ɨjiŋkonɑŋumkolɑŋum	1	0.2222222222222222
Adi	94	ɨjiŋkonɑŋkolɑŋɑppi	ɨjiŋkonɑŋkolɑŋɑppi	0	0.0
Adi	95	ɨjiŋkonɑŋkolɑŋpilŋo	ɨjiŋkonɑŋkolɑŋpilŋo	0	0.0
Adi	96	ɨjiŋkonɑŋkolɑŋɑkke	ɨjiŋkonɑŋkolɑŋɑɑkke	1	0.05263157894736842
Adi	97	ɨjiŋkonɑŋkolɑŋkɨnɨt	ɨjiŋkonɑŋkolɑŋkɨnɨt	0	0.0
Adi	98	ɨjiŋkonɑŋkolɑŋpɨ:ɳi	ɨjiŋkonɑŋkolɑŋpɨ:ɲi	1	0.05263157894736842
Adi	99	ɨjiŋkonɑŋkolɑŋkonɑŋ	ɨjiŋkolɑŋkonɑŋkonɑŋ	1	0.10526315789473684
AgamNyishi	01	kin	kʰin	1	0.25
AgamNyishi	02	ni	ŋoleni	1	0.6666666666666666
AgamNyishi	03	om	pʰinleom	1	0.75
AgamNyishi	04	pʰi	pinlepʰi	1	0.625
AgamNyishi	05	ŋo	pʰinleŋo	1	0.75
AgamNyishi	06	kʰe	pʰinlekʰe	1	0.6666666666666666
AgamNyishi	07	kɘn	ŋolekɘn	1	0.5714285714285714
AgamNyishi	08	pin	kɘnlepin	1	0.625
AgamNyishi	09	kʰja	pʰinlekʰja	1	0.6
AgamNyishi	10	ɹiŋ	ɹiŋpʰin	1	0.5714285714285714
AgamNyishi	11	ɹiŋkin	ɹiŋkʰin	1	0.14285714285714285
AgamNyishi	12	ɹiŋni	ɹiŋpʰinleni	1	0.5454545454545454
AgamNyishi	13	ɹiŋom	ɹiŋpʰinleom	1	0.5454545454545454
AgamNyishi	14	ɹiŋpʰi	ɹiŋnilepʰi	1	0.4
AgamNyishi	15	ɹiŋŋo	ɹiŋpʰinleŋo	1	0.5454545454545454
AgamNyishi	16	ɹiŋkʰe	ɹiŋpʰinlekʰe	1	0.5
AgamNyishi	17	ɹiŋkɘn	ɹiŋpʰinlekɘn	1	0.5
AgamNyishi	18	ɹiŋpin	ɹiŋkinlepin	1	0.45454545454545453
AgamNyishi	19	ɹiŋkʰja	ɹiŋkʰja	0	0.0
AgamNyishi	20	ʧamni	ʧamni	0	0.0
AgamNyishi	21	ʧamnilekin	ʧamnilekin	0	0.0
AgamNyishi	22	ʧamnileni	ʧamnileni	0	0.0
AgamNyishi	23	ʧamnileom	ʧamnileom	0	0.0
AgamNyishi	24	ʧamnilepʰi	ʧamnilepʰi	0	0.0
AgamNyishi	25	ʧamnileŋo	ʧamnileŋo	0	0.0
AgamNyishi	26	ʧamnilekʰe	ʧamnilekʰe	0	0.0
AgamNyishi	27	ʧamnilekɘn	ʧamnilekɘn	0	0.0
AgamNyishi	28	ʧamnilepin	ʧamnilepin	0	0.0
AgamNyishi	29	ʧamnilekʰja	ʧamnilekʰja	0	0.0
AgamNyishi	30	ʧamum	ʧamum	0	0.0
AgamNyishi	31	ʧamumlekin	ʧamumlekin	0	0.0
AgamNyishi	32	ʧamumleni	ʧamumleni	0	0.0
AgamNyishi	33	ʧamumleom	ʧamumleom	0	0.0
AgamNyishi	34	ʧamumlepʰi	ʧamumlepʰi	0	0.0
AgamNyishi	35	ʧamumleŋo	ʧamumleŋo	0	0.0
AgamNyishi	36	ʧamumlekʰe	ʧamumlekʰe	0	0.0
AgamNyishi	37	ʧamumlekɘn	ʧamumlekɘn	0	0.0
AgamNyishi	38	ʧamumlepin	ʧamumlepin	0	0.0
AgamNyishi	39	ʧamumlekʰja	ʧamumlekʰja	0	0.0
AgamNyishi	40	ʧampi	ʧampilepʰin	1	0.5454545454545454
AgamNyishi	41	ʧampilekin	ʧampilekin	0	0.0
AgamNyishi	42	ʧampileni	ʧɑmpileni	1	0.1111111111111111
AgamNyishi	43	ʧampileom	ʧampileom	0	0.0
AgamNyishi	44	ʧampilepʰi	ʧampilepʰi	0	0.0
AgamNyishi	45	ʧampileŋo	ʧampileŋo	0	0.0
AgamNyishi	46	ʧampilekʰe	ʧampilekʰe	0	0.0
AgamNyishi	47	ʧampilekɘn	ʧampilekɘn	0	0.0
AgamNyishi	48	ʧampilepin	ʧampilepin	0	0.0
AgamNyishi	49	ʧampilekʰja	ʧampilekʰja	0	0.0
AgamNyishi	50	ʧamŋo	ʧamŋo	0	0.0
AgamNyishi	51	ʧamŋolekʰin	ʧamŋolekin	1	0.09090909090909091
AgamNyishi	52	ʧamŋoleni	ʧamŋoleni	0	0.0
AgamNyishi	53	ʧamŋoleom	ʧamŋoleom	0	0.0
AgamNyishi	54	ʧamŋolepʰi	ʧamŋolepʰi	0	0.0
AgamNyishi	55	ʧamŋoleŋo	ʧamŋoleŋo	0	0.0
AgamNyishi	56	ʧamŋolekʰe	ʧamŋolekʰe	0	0.0
AgamNyishi	57	ʧamŋolekɘn	ʧamŋolekɘn	0	0.0
AgamNyishi	58	ʧamŋolepin	ʧamŋolepin	0	0.0
AgamNyishi	59	ʧamŋolekʰja	ʧamŋolekʰja	0	0.0
AgamNyishi	60	ʧamkʰe	ʧamkʰelepʰin	1	0.5
AgamNyishi	61	ʧamkʰelekʰin	ʧamkʰelekin	1	0.08333333333333333
AgamNyishi	62	ʧamkʰeleni	ʧamkʰeleni	0	0.0
AgamNyishi	63	ʧamkʰeleom	ʧamkʰeleom	0	0.0
AgamNyishi	64	ʧamkʰelepʰi	ʧamkʰelepʰi	0	0.0
AgamNyishi	65	ʧamkʰeleŋo	ʧamkʰeleŋo	0	0.0
AgamNyishi	66	ʧamkʰelekʰe	ʧamkʰelekʰe	0	0.0
AgamNyishi	67	ʧamkʰelekɘn	ʧamkʰelekɘn	0	0.0
AgamNyishi	68	ʧamkʰelepin	ʧamkʰelepin	0	0.0
AgamNyishi	69	ʧamkʰelekʰja	ʧamkʰelekʰja	0	0.0
AgamNyishi	70	ʧamkɘn	ʧamkɘn	0	0.0
AgamNyishi	71	ʧamkɘnlekʰin	ʧamkɘnlekʰin	0	0.0
AgamNyishi	72	ʧamkɘnleni	ʧamkɘnleni	0	0.0
AgamNyishi	73	ʧamkɘnleom	ʧamkɘnleom	0	0.0
AgamNyishi	74	ʧamkɘnlepʰi	ʧamkɘnlepʰi	0	0.0
AgamNyishi	75	ʧamkɘnleŋo	ʧamkɘnleŋo	0	0.0
AgamNyishi	76	ʧamkɘnlekʰe	ʧamkɘnlekʰe	0	0.0
AgamNyishi	77	ʧamkɘnlekɘn	ʧamkɘnlekɘn	0	0.0
AgamNyishi	78	ʧamkɘnlepin	ʧamkɘnlepin	0	0.0
AgamNyishi	79	ʧamkɘnlekʰja	ʧamkɘnlekʰja	0	0.0
AgamNyishi	80	ʧampin	ʧɑmpinlepi	1	0.5
AgamNyishi	81	ʧampinlekʰin	ʧɑmpinlekʰin	1	0.08333333333333333
AgamNyishi	82	ʧɑmpinleni	ʧampinleni	1	0.1
AgamNyishi	83	ʧampinleom	ʧɑmpinleom	1	0.1
AgamNyishi	84	ʧampinlepʰi	ʧɑmpinlepʰi	1	0.09090909090909091
AgamNyishi	85	ʧampinleŋo	ʧɑmpinleŋo	1	0.1
AgamNyishi	86	ʧampinlekʰe	ʧɑmpinlekʰe	1	0.09090909090909091
AgamNyishi	87	ʧampinlekɘn	ʧɑmpinlekɘn	1	0.09090909090909091
AgamNyishi	88	ʧampinlepin	ʧɑmpinlepin	1	0.09090909090909091
AgamNyishi	89	ʧampinlekʰja	ʧɑmpinlekʰja	1	0.08333333333333333
AgamNyishi	90	ʧamkʰja	ʧamkʰjalepʰin	1	0.46153846153846156
AgamNyishi	91	ʧamkʰjalekʰin	ʧamkʰjalekin	1	0.07692307692307693
AgamNyishi	92	ʧamkʰjaleni	ʧamkʰjaleni	0	0.0
AgamNyishi	93	ʧamkʰjaleom	ʧamkʰjaleom	0	0.0
AgamNyishi	94	ʧamkʰjalepʰi	ʧamkʰjalepʰi	0	0.0
AgamNyishi	95	ʧamkʰjaleŋo	ʧamkʰjaleŋo	0	0.0
AgamNyishi	96	ʧamkʰjalekʰe	ʧamkʰjalekʰe	0	0.0
AgamNyishi	97	ʧamkʰjalekɘn	ʧamkʰjalekɘn	0	0.0
AgamNyishi	98	ʧamkʰjalepin	ʧamkʰjalepin	0	0.0
AgamNyishi	99	ʧamkʰjalekʰja	ʧamkʰjalekʰja	0	0.0
Angami	01	puʋo	tʰɛθəpo	1	0.8571428571428571
Angami	02	kenɨje	tʰɛtʰɑkenɨje	1	0.5
Angami	03	sɛʰ	sɔruʋosɛʰ	1	0.6666666666666666
Angami	04	dɨjeh	tʰɛθədɨjeh	1	0.5
Angami	05	peŋu	dɨjepeŋu	1	0.5
Angami	06	sɔruʰ	dɨjesɔruʰ	1	0.4444444444444444
Angami	07	tʰenije	tʰɛtʰenije	1	0.3
Angami	08	tʰɛtʰɑ	tʰɛtʰɑ	0	0.0
Angami	09	tʰɛθ	tʰɛθ	0	0.0
Angami	10	kɛrə	kɛrətʰɛθə	1	0.5555555555555556
Angami	11	kɛrəpo	kɛrəpo	0	0.0
Angami	12	kɛrəkenɨje	kɛrətʰɛθəkenɨje	1	0.3333333333333333
Angami	13	kɛrəsɛʰ	kɛrəsɛʰ	0	0.0
Angami	14	kɛrədɨjeh	kɛrətʰɛθədɨjeh	1	0.35714285714285715
Angami	15	kɛrəpeŋu	kɛrəpeŋu	0	0.0
Angami	16	kɛrəsɔruʰ	kɛrəsɔruʰ	0	0.0
Angami	17	kɛrətʰenije	kɛrətʰɛtʰenije	1	0.21428571428571427
Angami	18	kɛrətʰɛtʰɑ	kɛrətʰɛtʰɑ	0	0.0
Angami	19	kɛrətʰɛθ	kɛrətʰɛθ	0	0.0
Angami	20	mɛθə	mɛθ	1	0.25
Angami	21	mɛθəpo	mɛθəsɔruʋopo	1	0.5
Angami	22	mɛθəkenɨje	mɛθkenɨje	1	0.1
Angami	23	mɛθəsɛʰ	mɛθsɛʰ	1	0.14285714285714285
Angami	24	mɛθədɨjeh	mɛθdɨjeh	1	0.1111111111111111
Angami	25	mɛθəpeŋu	mɛθəsɔruʋopeŋu	1	0.42857142857142855
Angami	26	mɛθəsɔruʰ	mɛθsɔruʰ	1	0.1111111111111111
Angami	27	mɛθətʰenije	mɛθəsɔruʋotʰɛtʰenije	1	0.45
Angami	28	mɛθətʰɛtʰɑ	mɛθətʰɛtʰɑ	0	0.0
Angami	29	mɛθətʰɛθ	mɛθətʰɛθ	0	0.0
Angami	30	sɛrəɹ	sɛrəsɔru	1	0.5
Angami	31	sɛrəpo	sɛrəpo	0	0.0
Angami	32	sɛrəkenɨje	sɛrətʰɛθəkenɨje	1	0.3333333333333333
Angami	33	sɛrəsɛʰ	sɛrəsɛʰ	0	0.0
Angami	34	sɛrədɨjeh	sɛrəsɔruʋodɨjeh	1	0.4
Angami	35	sɛrəpeŋu	sɛrəpeŋu	0	0.0
Angami	36	sɛrəsɔruʰ	sɛrəsɔruʰ	0	0.0
Angami	37	sɛrətʰenije	sɛrətʰɛtʰenije	1	0.21428571428571427
Angami	38	sɛrətʰɛtʰɑ	sɛrətʰɛtʰɑ	0	0.0
Angami	39	sɛrətʰɛθ	sɛrətʰɛθ	0	0.0
Angami	40	hɛdijeʰ	hɛdijetʰɛθə	1	0.36363636363636365
Angami	41	hɛdijepo	hɛdijepo	0	0.0
Angami	42	hɛdijekenɨje	hɛdijetʰɛθəkenɨje	1	0.29411764705882354
Angami	43	hɛdijesɛʰ	hɛdijesɛʰ	0	0.0
Angami	44	hɛdijedɨjeh	hɛdijetʰɛθədɨjeh	1	0.3125
Angami	45	hɛdijepeŋu	hɛdijepeŋu	0	0.0
Angami	46	hɛdijesɔruʰ	hɛdijesɔruʰ	0	0.0
Angami	47	hɛdijetʰenije	hɛdijetʰɛtʰenije	1	0.1875
Angami	48	hɛdijetʰɛtʰɑ	hɛdijetʰɛtʰɑ	0	0.0
Angami	49	hɛdijetʰɛθ	hɛdijetʰɛθ	0	0.0
Angami	50	hɛpeŋu	hɛpeŋuʋosɔru	1	0.5
Angami	51	hɛpeŋuʋopo	hɛpeŋuʋopo	0	0.0
Angami	52	hɛpeŋuʋokenɨje	hɛpeŋuʋotʰɛθəkenɨje	1	0.2631578947368421
Angami	53	hɛpeŋuʋosɛʰ	hɛpeŋuʋosɛʰ	0	0.0
Angami	54	hɛpeŋuʋodɨjeh	hɛpeŋuʋotʰɛθədɨjeh	1	0.2777777777777778
Angami	55	hɛpeŋuʋopeŋu	hɛpeŋuʋopeŋu	0	0.0
Angami	56	hɛpeŋuʋosɔruʰ	hɛpeŋuʋosɔruʰ	0	0.0
Angami	57	hɛpeŋuʋotʰenije	hɛpeŋuʋotʰɛtʰenije	1	0.16666666666666666
Angami	58	hɛpeŋuʋotʰɛtʰɑ	hɛpeŋuʋotʰɛtʰɑ	0	0.0
Angami	59	hɛpeŋuʋotʰɛθ	hɛpeŋuʋotʰɛθ	0	0.0
Angami	60	hɛsoru	hɛsoruʰ	1	0.14285714285714285
Angami	61	hɛsoruʋopo	hɛsoruʋopo	0	0.0
Angami	62	hɛsoruʋokenɨje	hɛsoruʋotʰɛθəkenɨje	1	0.2631578947368421
Angami	63	hɛsoruʋosɛʰ	hɛsoruʋosɛʰ	0	0.0
Angami	64	hɛsoruʋodɨjeh	hɛsoruʋotʰɛθədɨjeh	1	0.2777777777777778
Angami	65	hɛsoruʋopeŋu	hɛsoruʋopeŋu	0	0.0
Angami	66	hɛsoruʋosɔruʰ	hɛsoruʋosɔruʰ	0	0.0
Angami	67	hɛsoruʋotʰenije	hɛsoruʋotʰɛtʰenije	1	0.16666666666666666
Angami	68	hɛsoruʋotʰɛtʰɑ	hɛsoruʋotʰɛtʰɑ	0	0.0
Angami	69	hɛsoruʋotʰɛθ	hɛsoruʋotʰɛθ	0	0.0
Angami	70	hɛtʰenije	hɛtʰenijesɔru	1	0.3076923076923077
Angami	71	hɛtʰenijepo	hɛtʰenijepo	0	0.0
Angami	72	hɛtʰenijekenɨje	hɛtʰɛθəkenijetʰenɨje	1	0.3
Angami	73	hɛtʰenijesɛʰ	hɛtʰenijesɛʰ	0	0.0
Angami	74	hɛtʰenijedɨjeh	hɛtʰɛθədɨjetʰenijeh	1	0.5263157894736842
Angami	75	hɛtʰenijepeŋu	hɛtʰenijepeŋu	0	0.0
Angami	76	hɛtʰenijesɔruʰ	hɛtʰenijesɔruʰ	0	0.0
Angami	77	hɛtʰenijetʰenije	hɛtʰɛtʰenijetʰenije	1	0.15789473684210525
Angami	78	hɛtʰenijetʰɛtʰɑ	hɛtʰenijetʰɑ	1	0.2
Angami	79	hɛtʰenijetʰɛθ	hɛtʰenijetʰɛθ	0	0.0
Angami	80	hɛtʰɛtʰɑ	hɛtʰɛtʰɛtʰɑsɔru	1	0.4666666666666667
Angami	81	hɛtʰɛtʰɑpo	hɛtʰɑtʰɛθəpo	1	0.3333333333333333
Angami	82	hɛtʰɛtʰɑkenɨje	hɛtʰɑtʰɛθəkenɨje	1	0.25
Angami	83	hɛtʰɛtʰɑsɛʰ	hɛtʰɑtʰɛθəsɛʰ	1	0.3076923076923077
Angami	84	hɛtʰɛtʰɑdɨjeh	hɛtʰɑtʰɛθədɨjeh	1	0.26666666666666666
Angami	85	hɛtʰɛtʰɑpeŋu	hɛtʰɑtʰɛθəpeŋu	1	0.2857142857142857
Angami	86	hɛtʰɛtʰɑsɔruʰ	hɛtʰɑtʰɛθəsɔruʰ	1	0.26666666666666666
Angami	87	hɛtʰɛtʰɑtʰenije	hɛtʰɑtʰenije	1	0.2
Angami	88	hɛtʰɛtʰɑtʰɛtʰɑ	hɛtʰɛtʰɛtʰɛtʰɛtʰɑpo	1	0.3157894736842105
Angami	89	hɛtʰɛtʰɑtʰɛθ	hɛtʰɑsɔruʋotʰɛtʰɛθ	1	0.4444444444444444
Angami	90	hɛtʰɛθ	hɛtʰɛtʰɛθsɔru	1	0.5384615384615384
Angami	91	hɛtʰɛθpo	hɛtʰɛtʰɛtʰɛθsɔruʋopo	1	0.6
Angami	92	hɛtʰɛθkenɨje	hɛtʰɛtʰɛθtʰɑkenɨje	1	0.3333333333333333
Angami	93	hɛtʰɛθsɛʰ	hɛtʰɛtʰɛtʰɛθtʰɑsɛʰ	1	0.5
Angami	94	hɛtʰɛθdɨjeh	hɛtʰɛtʰɛθtʰenijeh	1	0.47058823529411764
Angami	95	hɛtʰɛθpeŋu	hɛtʰɛtʰɛθsɔruʋopeŋu	1	0.47368421052631576
Angami	96	hɛtʰɛθsɔruʰ	hɛtʰɛtʰɛθpeŋuʋosɔruʰ	1	0.45
Angami	97	hɛtʰɛθtʰenije	hɛtʰɛθtʰenije	0	0.0
Angami	98	hɛtʰɛθtʰɛtʰɑ	hɛtʰɛθtʰɛtʰɑ	0	0.0
